  54.0  |  0.496  80.797  13.348  92.562  |   0.401  95.017  |  85.507  11.652  95.397  |  4 hr 31 min   0.0001
  55.0  |  0.498  81.884  13.589  92.675  |   0.399  95.085  |  85.507  11.652  95.397  |  4 hr 36 min   0.0001
  56.0  |  0.429  84.783  14.805  94.980  |   0.398  95.167  |  85.507  11.652  95.397  |  4 hr 42 min   0.0001
  57.0  |  0.395  87.681  17.718  91.883  |   0.396  95.241  |  85.507  11.652  95.397  |  4 hr 47 min   0.0001
  58.0  |  0.442  84.420  14.805  92.817  |   0.395  95.269  |  85.507  11.652  95.397  |  4 hr 53 min   0.0001
  59.0  |  0.495  80.435  19.174  91.304  |   0.394  95.339  |  85.507  11.652  95.397  |  4 hr 58 min   0.0001
  60.0  |  0.487  81.884  15.045  92.689  |   0.393  95.385  |  85.507  11.652  95.397  |  5 hr 04 min   0.0001
  61.0  |  0.577  77.536  13.348  94.301  |   0.392  95.446  |  85.507  11.652  95.397  |  5 hr 09 min   0.0001
  62.0  |  0.544  78.623  11.652  94.697  |   0.390  95.494  |  85.507  11.652  95.397  |  5 hr 14 min   0.0001
  63.0  |  0.435  84.783  16.261  92.414  |   0.389  95.556  |  85.507  11.652  95.397  |  5 hr 18 min   0.0001
  64.0  |  0.471  82.971  19.174  88.631  |   0.388  95.596  |  85.507  11.652  95.397  |  5 hr 23 min   0.0001
  65.0  |  0.495  80.072  13.348  92.576  |   0.387  95.654  |  85.507  11.652  95.397  |  5 hr 28 min   0.0001
  66.0  |  0.491  82.246  11.652  93.022  |   0.386  95.701  |  85.507  11.652  95.397  |  5 hr 33 min   0.0001
  67.0  |  0.492  83.333  13.348  91.473  |   0.385  95.751  |  85.507  11.652  95.397  |  5 hr 37 min   0.0001
  68.0  |  0.495  82.971  17.718  88.688  |   0.384  95.790  |  85.507  11.652  95.397  |  5 hr 42 min   0.0001
  69.0  |  0.460  84.783  14.805  91.346  |   0.383  95.838  |  85.507  11.652  95.397  |  5 hr 47 min   0.0001
  70.0  |  0.516  81.522   9.955  93.920  |   0.382  95.871  |  85.507  11.652  95.397  |  5 hr 51 min   0.0001
  71.0  |  0.413  87.681  10.195  94.704  |   0.382  95.893  |  85.507  11.652  95.397  |  5 hr 56 min   0.0001
  72.0  |  0.396  88.406  17.718  91.516  |   0.381  95.929  |  85.507  11.652  95.397  |  6 hr 01 min   0.0001
  73.0  |  0.408  88.406  17.718  91.176  |   0.380  95.972  |  85.507  11.652  95.397  |  6 hr 06 min   0.0001
  74.0  |  0.474  83.333  17.718  90.173  |   0.379  96.026  |  85.507  11.652  95.397  |  6 hr 10 min   0.0001
  75.0  |  0.468  82.971  18.934  91.049  |   0.378  96.062  |  85.507  11.652  95.397  |  6 hr 15 min   0.0001
  76.0  |  0.461  82.971  20.631  88.546  |   0.377  96.106  |  85.507  11.652  95.397  |  6 hr 20 min   0.0001
  77.0  |  0.437  87.681  20.631  88.751  |   0.376  96.153  |  85.507  11.652  95.397  |  6 hr 25 min   0.0001
  78.0  |  0.458  83.696  19.174  89.819  |   0.376  96.182  |  85.507  11.652  95.397  |  6 hr 29 min   0.0001
  79.0  |  0.600  75.725  14.805  92.286  |   0.375  96.206  |  85.507  11.652  95.397  |  6 hr 34 min   0.0001
  80.0  |  0.450  87.681  13.348  92.096  |   0.375  96.227  |  85.507  11.652  95.397  |  6 hr 39 min   0.0001
  81.0  |  0.437  86.594  17.958  89.501  |   0.374  96.265  |  85.507  11.652  95.397  |  6 hr 44 min   0.0001
  82.0  |  0.429  86.957  16.261  90.653  |   0.373  96.300  |  85.507  11.652  95.397  |  6 hr 48 min   0.0001
  83.0  |  0.600  75.362  17.718  88.702  |   0.373  96.322  |  85.507  11.652  95.397  |  6 hr 53 min   0.0001
  84.0  |  0.486  82.609  18.934  90.554  |   0.372  96.350  |  85.507  11.652  95.397  |  6 hr 58 min   0.0001
  85.0  |  0.513  81.522  13.348  91.664  |   0.372  96.371  |  85.507  11.652  95.397  |  7 hr 03 min   0.0001
  86.0  |  0.621  74.638  19.174  88.582  |   0.371  96.395  |  85.507  11.652  95.397  |  7 hr 08 min   0.0001
  87.0  |  0.518  81.884  19.174  88.370  |   0.370  96.422  |  85.507  11.652  95.397  |  7 hr 12 min   0.0001
  88.0  |  0.429  88.043  18.934  91.480  |   0.370  96.452  |  85.507  11.652  95.397  |  7 hr 17 min   0.0001
  89.0  |  0.470  85.145  13.348  92.089  |   0.369  96.482  |  85.507  11.652  95.397  |  7 hr 22 min   0.0001
  90.0  |  0.611  76.449  19.174  89.303  |   0.369  96.514  |  85.507  11.652  95.397  |  7 hr 26 min   0.0001
  91.0  |  0.534  79.710  19.174  86.482  |   0.368  96.549  |  85.507  11.652  95.397  |  7 hr 31 min   0.0001
  92.0  |  0.614  75.000  22.087  83.413  |   0.367  96.579  |  85.507  11.652  95.397  |  7 hr 35 min   0.0001
  93.0  |  0.518  82.609  20.390  87.451  |   0.367  96.599  |  85.507  11.652  95.397  |  7 hr 40 min   0.0001
  94.0  |  0.437  88.043  19.174  90.349  |   0.367  96.622  |  85.507  11.652  95.397  |  7 hr 45 min   0.0001
  95.0  |  0.468  87.319  23.544  85.669  |   0.366  96.638  |  85.507  11.652  95.397  |  7 hr 50 min   0.0001
  96.0  |  0.508  80.072  22.087  86.920  |   0.366  96.631  |  85.507  11.652  95.397  |  7 hr 54 min   0.0001
  97.0  |  0.514  80.435  20.871  88.546  |   0.366  96.659  |  85.507  11.652  95.397  |  7 hr 59 min   0.0001
  98.0  |  0.517  80.797  21.847  87.818  |   0.365  96.684  |  85.507  11.652  95.397  |  8 hr 04 min   0.0001
  99.0  |  0.582  74.638  20.631  87.549  |   0.365  96.708  |  85.507  11.652  95.397  |  8 hr 09 min   0.0001
  100.0  |  0.659  70.290  22.087  85.202  |   0.364  96.731  |  85.507  11.652  95.397  |  8 hr 13 min   0.0001
  101.0  |  0.757  66.667  25.000  83.795  |   0.364  96.748  |  85.507  11.652  95.397  |  8 hr 18 min   0.0001
  102.0  |  0.790  62.319  23.544  83.611  |   0.363  96.771  |  85.507  11.652  95.397  |  8 hr 23 min   0.0001
  103.0  |  0.689  68.841  22.087  85.987  |   0.363  96.799  |  85.507  11.652  95.397  |  8 hr 28 min   0.0001
  104.0  |  0.701  67.754  20.631  87.090  |   0.362  96.827  |  85.507  11.652  95.397  |  8 hr 33 min   0.0001
  105.0  |  0.598  74.638  20.631  87.698  |   0.362  96.851  |  85.507  11.652  95.397  |  8 hr 37 min   0.0001
  106.0  |  0.628  73.551  19.174  85.874  |   0.361  96.875  |  85.507  11.652  95.397  |  8 hr 42 min   0.0001
  107.0  |  0.734  65.942  22.087  84.905  |   0.361  96.893  |  85.507  11.652  95.397  |  8 hr 47 min   0.0001
  108.0  |  0.546  79.710  20.631  86.185  |   0.360  96.913  |  85.507  11.652  95.397  |  8 hr 52 min   0.0001
  109.0  |  0.533  80.435  21.847  85.909  |   0.360  96.938  |  85.507  11.652  95.397  |  8 hr 56 min   0.0001
  110.0  |  0.693  69.928  23.303  86.376  |   0.359  96.952  |  85.507  11.652  95.397  |  9 hr 01 min   0.0001
  111.0  |  0.703  68.116  23.303  84.552  |   0.359  96.968  |  85.507  11.652  95.397  |  9 hr 06 min   0.0001
  112.0  |  0.583  78.623  19.174  86.779  |   0.358  96.995  |  85.507  11.652  95.397  |  9 hr 11 min   0.0001
  113.0  |  0.544  81.159  19.174  86.779  |   0.358  97.016  |  85.507  11.652  95.397  |  9 hr 15 min   0.0001
  114.0  |  0.551  80.435  20.631  86.029  |   0.358  97.031  |  85.507  11.652  95.397  |  9 hr 20 min   0.0001
  115.0  |  0.488  84.783  19.174  88.355  |   0.357  97.049  |  85.507  11.652  95.397  |  9 hr 25 min   0.0001
  116.0  |  0.510  82.971  17.718  90.173  |   0.357  97.069  |  85.507  11.652  95.397  |  9 hr 30 min   0.0001
  117.0  |  0.579  81.159  17.718  90.017  |   0.356  97.091  |  85.507  11.652  95.397  |  9 hr 34 min   0.0001
  118.0  |  0.525  82.609  18.934  88.631  |   0.356  97.105  |  85.507  11.652  95.397  |  9 hr 39 min   0.0001
  119.0  |  0.685  73.188  17.477  88.341  |   0.356  97.119  |  85.507  11.652  95.397  |  9 hr 44 min   0.0001
  120.0  |  0.561  81.522  17.718  89.062  |   0.355  97.141  |  85.507  11.652  95.397  |  9 hr 48 min   0.0001
  121.0  |  0.501  84.420  16.261  90.399  |   0.355  97.151  |  85.507  11.652  95.397  |  9 hr 53 min   0.0001
  122.0  |  0.530  84.058  17.718  89.338  |   0.355  97.167  |  85.507  11.652  95.397  |  9 hr 58 min   0.0001
  123.0  |  0.499  84.058  20.631  87.408  |   0.354  97.185  |  85.507  11.652  95.397  | 10 hr 03 min   0.0001
  124.0  |  0.576  77.174  19.174  90.158  |   0.354  97.188  |  85.507  11.652  95.397  | 10 hr 08 min   0.0001
  125.0  |  0.593  78.986  17.718  87.684  |   0.354  97.205  |  85.507  11.652  95.397  | 10 hr 12 min   0.0001
  126.0  |  0.564  78.623  18.934  89.352  |   0.354  97.217  |  85.507  11.652  95.397  | 10 hr 17 min   0.0001
  127.0  |  0.685  76.087  19.174  86.708  |   0.353  97.229  |  85.507  11.652  95.397  | 10 hr 22 min   0.0001
  128.0  |  0.487  84.783  22.087  84.870  |   0.353  97.241  |  85.507  11.652  95.397  | 10 hr 27 min   0.0001
  129.0  |  0.548  81.159  20.631  84.410  |   0.353  97.246  |  85.507  11.652  95.397  | 10 hr 32 min   0.0001
  130.0  |  0.500  86.594  23.303  85.280  |   0.353  97.260  |  85.507  11.652  95.397  | 10 hr 36 min   0.0001
  131.0  |  0.476  85.870  22.087  83.809  |   0.352  97.278  |  85.507  11.652  95.397  | 10 hr 41 min   0.0001
  132.0  |  0.526  84.058  23.544  82.848  |   0.352  97.296  |  85.507  11.652  95.397  | 10 hr 46 min   0.0001
  133.0  |  0.623  77.899  22.087  84.248  |   0.351  97.310  |  85.507  11.652  95.397  | 10 hr 51 min   0.0001
  134.0  |  0.591  78.986  19.174  86.623  |   0.351  97.323  |  85.507  11.652  95.397  | 10 hr 56 min   0.0001
  135.0  |  0.581  78.261  20.631  87.111  |   0.351  97.333  |  85.507  11.652  95.397  | 11 hr 00 min   0.0001
  136.0  |  0.561  80.072  22.087  85.443  |   0.351  97.348  |  85.507  11.652  95.397  | 11 hr 05 min   0.0001
  137.0  |  0.646  74.275  25.000  83.124  |   0.350  97.354  |  85.507  11.652  95.397  | 11 hr 10 min   0.0001
  138.0  |  0.831  62.681  23.303  83.887  |   0.350  97.364  |  85.507  11.652  95.397  | 11 hr 15 min   0.0001
  139.0  |  0.552  82.971  23.544  85.421  |   0.350  97.376  |  85.507  11.652  95.397  | 11 hr 19 min   0.0001
  140.0  |  0.634  77.174  23.544  84.863  |   0.350  97.384  |  85.507  11.652  95.397  | 11 hr 24 min   0.0001
  141.0  |  0.522  84.420  23.544  86.857  |   0.349  97.400  |  85.507  11.652  95.397  | 11 hr 29 min   0.0001
  142.0  |  0.493  84.420  19.415  89.374  |   0.349  97.412  |  85.507  11.652  95.397  | 11 hr 34 min   0.0001
  143.0  |  0.548  84.058  22.087  87.139  |   0.349  97.424  |  85.507  11.652  95.397  | 11 hr 38 min   0.0001
  144.0  |  0.626  75.000  19.174  88.978  |   0.348  97.435  |  85.507  11.652  95.397  | 11 hr 43 min   0.0001
  145.0  |  0.609  79.348  17.958  88.483  |   0.348  97.450  |  85.507  11.652  95.397  | 11 hr 48 min   0.0001
  146.0  |  0.633  76.812  18.934  88.066  |   0.348  97.464  |  85.507  11.652  95.397  | 11 hr 53 min   0.0001
  147.0  |  0.598  78.986  18.934  88.108  |   0.348  97.477  |  85.507  11.652  95.397  | 11 hr 57 min   0.0001
  148.0  |  0.586  78.623  20.631  87.231  |   0.347  97.489  |  85.507  11.652  95.397  | 12 hr 02 min   0.0001
  149.0  |  0.563  81.159  22.087  84.212  |   0.347  97.498  |  85.507  11.652  95.397  | 12 hr 07 min   0.0001
  150.0  |  0.647  76.812  27.913  80.076  |   0.347  97.506  |  85.507  11.652  95.397  | 12 hr 12 min   0.0001
  151.0  |  0.807  62.319  27.673  78.507  |   0.347  97.521  |  85.507  11.652  95.397  | 12 hr 17 min   0.0001
  152.0  |  0.770  64.493  28.153  78.005  |   0.346  97.537  |  85.507  11.652  95.397  | 12 hr 22 min   0.0001
  153.0  |  0.879  59.420  26.456  77.340  |   0.346  97.553  |  85.507  11.652  95.397  | 12 hr 26 min   0.0001
  154.0  |  0.771  66.304  29.369  78.535  |   0.346  97.569  |  85.507  11.652  95.397  | 12 hr 31 min   0.0001
  155.0  |  0.767  67.754  25.000  82.155  |   0.346  97.577  |  85.507  11.652  95.397  | 12 hr 36 min   0.0001
  156.0  |  0.663  76.087  27.673  81.540  |   0.345  97.574  |  85.507  11.652  95.397  | 12 hr 41 min   0.0001
  157.0  |  0.582  80.797  26.456  80.706  |   0.345  97.584  |  85.507  11.652  95.397  | 12 hr 46 min   0.0001
  158.0  |  0.554  83.696  27.913  80.939  |   0.345  97.591  |  85.507  11.652  95.397  | 12 hr 50 min   0.0001
  159.0  |  0.562  85.145  28.153  79.490  |   0.345  97.604  |  85.507  11.652  95.397  | 12 hr 55 min   0.0001
  160.0  |  0.539  82.609  27.913  82.282  |   0.345  97.617  |  85.507  11.652  95.397  | 13 hr 00 min   0.0001
  161.0  |  0.615  77.174  23.303  85.089  |   0.344  97.622  |  85.507  11.652  95.397  | 13 hr 05 min   0.0001
  162.0  |  0.594  80.797  22.087  86.270  |   0.344  97.637  |  85.507  11.652  95.397  | 13 hr 10 min   0.0001
  163.0  |  0.640  75.000  22.327  86.234  |   0.344  97.651  |  85.507  11.652  95.397  | 13 hr 14 min   0.0001
  164.0  |  0.630  80.435  22.327  83.668  |   0.344  97.658  |  85.507  11.652  95.397  | 13 hr 19 min   0.0001
  165.0  |  0.543  81.159  27.913  82.424  |   0.343  97.665  |  85.507  11.652  95.397  | 13 hr 24 min   0.0001
  166.0  |  0.630  74.275  27.673  82.219  |   0.343  97.671  |  85.507  11.652  95.397  | 13 hr 29 min   0.0001
  167.0  |  0.601  79.710  25.000  83.053  |   0.343  97.682  |  85.507  11.652  95.397  | 13 hr 33 min   0.0001
  168.0  |  0.710  69.928  25.000  82.565  |   0.343  97.692  |  85.507  11.652  95.397  | 13 hr 38 min   0.0001
  169.0  |  0.792  64.493  27.913  81.314  |   0.343  97.698  |  85.507  11.652  95.397  | 13 hr 44 min   0.0001
  170.0  |  0.638  77.174  29.369  78.712  |   0.342  97.708  |  85.507  11.652  95.397  | 13 hr 49 min   0.0001
  171.0  |  0.637  77.899  27.913  80.076  |   0.342  97.721  |  85.507  11.652  95.397  | 13 hr 55 min   0.0001
  172.0  |  0.807  64.130  29.369  79.504  |   0.342  97.729  |  85.507  11.652  95.397  | 14 hr 01 min   0.0001
  173.0  |  0.860  61.957  29.369  79.617  |   0.342  97.742  |  85.507  11.652  95.397  | 14 hr 07 min   0.0001
  174.0  |  0.705  71.377  27.673  82.162  |   0.342  97.753  |  85.507  11.652  95.397  | 14 hr 12 min   0.0001
  175.0  |  0.612  78.261  27.913  83.343  |   0.341  97.764  |  85.507  11.652  95.397  | 14 hr 18 min   0.0001
  176.0  |  0.586  80.797  26.697  78.196  |   0.341  97.768  |  85.507  11.652  95.397  | 14 hr 23 min   0.0001
  177.0  |  0.554  83.696  29.129  82.240  |   0.341  97.777  |  85.507  11.652  95.397  | 14 hr 29 min   0.0001
  178.0  |  0.650  76.812  25.000  83.025  |   0.341  97.788  |  85.507  11.652  95.397  | 14 hr 34 min   0.0001
  179.0  |  0.688  75.000  27.913  79.525  |   0.341  97.790  |  85.507  11.652  95.397  | 14 hr 40 min   0.0001
  180.0  |  0.747  71.014  33.739  72.264  |   0.341  97.790  |  85.507  11.652  95.397  | 14 hr 45 min   0.0001
  181.0  |  0.864  60.507  27.673  76.944  |   0.341  97.792  |  85.507  11.652  95.397  | 14 hr 51 min   0.0001
  182.0  |  0.744  67.754  26.456  81.201  |   0.340  97.799  |  85.507  11.652  95.397  | 14 hr 56 min   0.0001
  183.0  |  0.740  68.478  25.000  82.374  |   0.340  97.804  |  85.507  11.652  95.397  | 15 hr 02 min   0.0001
  184.0  |  0.677  75.362  23.544  83.152  |   0.340  97.809  |  85.507  11.652  95.397  | 15 hr 07 min   0.0001
  185.0  |  0.530  85.145  22.087  85.294  |   0.340  97.819  |  85.507  11.652  95.397  | 15 hr 12 min   0.0001
  186.0  |  0.580  82.609  25.000  83.866  |   0.340  97.828  |  85.507  11.652  95.397  | 15 hr 18 min   0.0001
  187.0  |  0.599  80.072  25.240  84.177  |   0.339  97.834  |  85.507  11.652  95.397  | 15 hr 23 min   0.0001
  188.0  |  0.686  75.000  26.216  84.538  |   0.339  97.842  |  85.507  11.652  95.397  | 15 hr 28 min   0.0001
  189.0  |  0.623  78.986  26.456  83.279  |   0.339  97.847  |  85.507  11.652  95.397  | 15 hr 34 min   0.0001
  190.0  |  0.778  68.116  26.216  81.179  |   0.339  97.855  |  85.507  11.652  95.397  | 15 hr 39 min   0.0001
  191.0  |  0.704  72.101  26.456  80.395  |   0.339  97.862  |  85.507  11.652  95.397  | 15 hr 45 min   0.0001
  192.0  |  0.745  68.478  25.000  81.186  |   0.339  97.869  |  85.507  11.652  95.397  | 15 hr 50 min   0.0001
  193.0  |  0.769  69.203  26.456  80.034  |   0.339  97.876  |  85.507  11.652  95.397  | 15 hr 54 min   0.0001
  194.0  |  0.706  72.464  26.456  79.730  |   0.338  97.879  |  85.507  11.652  95.397  | 15 hr 59 min   0.0001
  195.0  |  0.654  75.725  29.129  79.094  |   0.338  97.889  |  85.507  11.652  95.397  | 16 hr 04 min   0.0001
  196.0  |  0.578  81.159  25.000  82.480  |   0.338  97.899  |  85.507  11.652  95.397  | 16 hr 09 min   0.0001
  197.0  |  0.642  74.638  23.303  85.655  |   0.338  97.901  |  85.507  11.652  95.397  | 16 hr 13 min   0.0001
  198.0  |  0.732  71.014  18.934  88.921  |   0.338  97.909  |  85.507  11.652  95.397  | 16 hr 18 min   0.0001
  199.0  |  0.538  85.507  23.544  86.524  |   0.338  97.910  |  85.507  11.652  95.397  | 16 hr 23 min   0.0001
  200.0  |  0.553  82.971  22.087  85.230  |   0.338  97.917  |  85.507  11.652  95.397  | 16 hr 28 min   0.0001
  201.0  |  0.621  80.435  17.477  88.306  |   0.337  97.926  |  85.507  11.652  95.397  | 16 hr 33 min   0.0001
  202.0  |  0.707  69.928  20.631  86.857  |   0.337  97.933  |  85.507  11.652  95.397  | 16 hr 37 min   0.0001
  203.0  |  0.660  73.188  23.544  84.637  |   0.337  97.940  |  85.507  11.652  95.397  | 16 hr 42 min   0.0001
  204.0  |  0.631  76.812  23.544  83.562  |   0.337  97.944  |  85.507  11.652  95.397  | 16 hr 47 min   0.0001
  205.0  |  0.660  76.449  25.000  83.569  |   0.337  97.954  |  85.507  11.652  95.397  | 16 hr 52 min   0.0001
